"","data","horario","id_video","id_plataforma","alim_disp","alim_esco_capuchin","id_animal","id_especie","sex_age","n_classe","n_total","id_capuchin","alim","vocalizacao","agonismo_disputa_alimento","agonismo_deslocar","agonismo_deslocado","agonismo_ameaca","agonismo_int_intra","agonismo_int_inter","positiva_int_intra","positiva_int_inter","neutra_int_intra","neutra_int_inter"
"112",2025-07-21,1899-12-31 18:13:00,7210004,3,"banana",NA,"quati","Nasua nasua",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",2025-07-23,1899-12-31 16:38:00,7230018,4,"nada",NA,"quati","Nasua nasua",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2025-07-23,1899-12-31 16:38:00,7230018,4,"nada",NA,"quati","Nasua nasua",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",2025-07-23,1899-12-31 16:38:00,7230018,4,"nada",NA,"quati","Nasua nasua",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",2025-07-23,1899-12-31 16:38:00,7230018,4,"nada",NA,"quati","Nasua nasua",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",2025-07-23,1899-12-31 16:38:00,7230018,4,"nada",NA,"quati","Nasua nasua",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",2025-07-23,1899-12-31 16:39:00,7230019,4,"nada",NA,"quati","Nasua nasua",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",2025-07-23,1899-12-31 16:39:00,7230019,4,"nada",NA,"quati","Nasua nasua",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",2025-07-23,1899-12-31 16:39:00,7230019,4,"nada",NA,"quati","Nasua nasua",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",2025-07-24,1899-12-31 15:34:00,7230020,4,"nada",NA,"quati","Nasua nasua",NA,NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",2025-07-30,1899-12-31 14:54:00,7300022,4,"nada","nada","macaco-prego","Sapajus nigritus cucullatus","FA",NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",2025-07-30,1899-12-31 14:54:00,7300023,4,"nada","nada","macaco-prego","Sapajus nigritus cucullatus","FA",NA,NA,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
